시도,시군구,기관유형,상위 보건기관명,보건기관명,주소,읍면동명,도서지역 여부,대표 전화번호
충청남도,홍성군,일반보건지소,홍성군보건소,광천보건지소,충청남도 홍성군 광천읍 광천로 342 (광천 복합공공청사 및 문예회관) 광천보건지소,광천읍,아니오,041-630-9224
충청남도,홍성군,일반보건지소,홍성군보건소,내포보건지소,"충청남도 홍성군 홍북읍 홍학로 50, 주1동 (내포신도시 주민복합지원센터) 내포보건지소",홍북읍,아니오,041-630-9973
충청남도,홍성군,보건진료소,홍성군보건소,금당보건진료소,충청남도 홍성군 홍동면 초롱산길 16 (금당보건진료소) 금당보건진료소,홍동면,아니오,041-633-3697
충청남도,홍성군,보건진료소,홍성군보건소,남당보건진료소,충청남도 홍성군 서부면 남당항로228번길 14-14 남당보건진료소,서부면,아니오,041-632-8285
충청남도,홍성군,보건진료소,홍성군보건소,대율보건진료소,충청남도 홍성군 은하면 은하로 582 (대율보건진료소) 대율보건진료소,은하면,아니오,041-642-4353
충청남도,홍성군,보건진료소,홍성군보건소,묵동보건진료소,충청남도 홍성군 구항면 거북로8번길 5-33 (묵동보건진료소) 묵동보건진료소,구항면,아니오,041-641-0330
충청남도,홍성군,보건진료소,홍성군보건소,봉서보건진료소,충청남도 홍성군 금마면 금마로436번길 29 (봉서보건진료소) 봉서보건진료소,금마면,아니오,041-633-6955
충청남도,홍성군,보건진료소,홍성군보건소,산직보건진료소,충청남도 홍성군 갈산면 갈산서길249번길 8 (산직보건진료소) 산직보건진료소,갈산면,아니오,041-633-1989
충청남도,홍성군,보건진료소,홍성군보건소,서지동보건진료소,충청남도 홍성군 결성면 만해로497번길 3 (서지동보건진료소) 서지동보건진료소,결성면,아니오,041-633-1261
충청남도,홍성군,보건진료소,홍성군보건소,용봉보건진료소,충청남도 홍성군 홍북읍 용봉산3길 136 (용봉보건진료소) 용봉보건진료소,홍북읍,아니오,041-632-8970
충청남도,홍성군,보건진료소,홍성군보건소,용호보건진료소,충청남도 홍성군 결성면 백야로 252 (용호보건진료소) 용호보건진료소,결성면,아니오,041-633-2357
충청남도,홍성군,보건진료소,홍성군보건소,천태보건진료소,충청남도 홍성군 장곡면 무한로1181번길 9 (천태보건진료소) 천태보건진료소,장곡면,아니오,041-632-6271
충청남도,홍성군,보건진료소,홍성군보건소,판교보건진료소,"충청남도 홍성군 서부면 홍남서로375번길 3, 1동 (판교보건진료소) 판교보건진료소",서부면,아니오,041-642-8399
충청남도,홍성군,보건진료소,홍성군보건소,광성보건진료소,충청남도 홍성군 장곡면 장곡길416번길 21-1 (광성보건진료소) 광성보건진료소,장곡면,아니오,041-642-5091
충청남도,홍성군,보건진료소,홍성군보건소,산수보건진료소,충청남도 홍성군 홍북읍 금북로 354-12 (산수보건진료소) 산수보건진료소,홍북읍,아니오,041-632-9576
충청남도,홍성군,보건진료소,홍성군보건소,화신보건진료소,충청남도 홍성군 홍동면 홍남동로183번길 389-5 (화신보건진료소) 화신보건진료소,홍동면,아니오,041-634-2323
충청남도,예산군,보건소,예산군보건소,예산군보건소,충청남도 예산군 예산읍 군청로 22 (예산군청) 예산군보건소,예산리,아니오,041-339-8993
충청남도,예산군,일반보건지소,예산군보건소,광시보건지소,충청남도 예산군 광시면 광시소길 16-1 (광시보건지소) .,광시면,아니오,041-339-6182
충청남도,예산군,일반보건지소,예산군보건소,대술보건지소,충청남도 예산군 대술면 대술로 147-1 (대술보건지소) .,대술면,아니오,041-339-6170
충청남도,예산군,일반보건지소,예산군보건소,대흥보건지소,충청남도 예산군 대흥면 동서길 25-9 (대흥보건소) .,대흥면,아니오,041-339-6188
충청남도,예산군,일반보건지소,예산군보건소,덕산보건지소,충청남도 예산군 덕산면 덕산온천로 391-1 (보건지소) .,덕산면,아니오,041-339-6202
충청남도,예산군,일반보건지소,예산군보건소,봉산보건지소,충청남도 예산군 봉산면 황금뜰로 16 (예산봉산보건지) .,봉산면,아니오,041-339-6209
충청남도,예산군,일반보건지소,예산군보건소,삽교보건지소,충청남도 예산군 삽교읍 두리3길 35 삽교보건지소,삽교읍,아니오,041-339-6152
충청남도,예산군,일반보건지소,예산군보건소,신암보건지소,충청남도 예산군 신암면 추사로 140 신암보건지소,신암면,아니오,041-339-6223
충청남도,예산군,일반보건지소,예산군보건소,신양보건지소,충청남도 예산군 신양면 신양1길 7 신양보건지소,신양면,아니오,041-339-6175
충청남도,예산군,일반보건지소,예산군보건소,고덕보건지소,충청남도 예산군 고덕면 용고길 334-6 (고덕보건지소) 고덕보건지소,고덕면,아니오,041-339-6216
충청남도,예산군,일반보건지소,예산군보건소,오가보건지소,"충청남도 예산군 오가면 오가중앙로 86-12 (오가면사무소, 오가면대, 오가면복지회관) .",오가면,아니오,041-339-6230
충청남도,예산군,일반보건지소,예산군보건소,응봉보건지소,충청남도 예산군 응봉면 노화조개내길 9-1 (응봉면보건지소) .,응봉면,아니오,041-339-6195
충청남도,예산군,일반보건지소,예산군보건소,내포보건지소,충청남도 예산군 삽교읍 예학로 65 .,삽교읍,아니오,041-339-6162
충청남도,예산군,보건진료소,예산군보건소,덕산나박소보건진료소,충청남도 예산군 덕산면 수덕사로 663-2 나박소보건진료소,덕산면,아니오,041-339-6251
충청남도,예산군,보건진료소,예산군보건소,동부보건진료소,충청남도 예산군 대흥면 형제고개로 344-1 (동부보건진료소) .,대흥면,아니오,041-339-6249
충청남도,예산군,보건진료소,예산군보건소,만사보건진료소,충청남도 예산군 신양면 만사여래미길 66-2 (만사보건진료소) .,신양면,아니오,041-339-6245
충청남도,예산군,보건진료소,예산군보건소,보성보건진료소,충청남도 예산군 삽교읍 다락로 104 (삽교보성보건진료소) .,삽교읍,아니오,041-339-6242
충청남도,예산군,보건진료소,예산군보건소,봉산서부보건진료소,충청남도 예산군 봉산면 사석하평길 52 (봉산서부보건진료소) .,봉산면,아니오,041-339-6252
충청남도,예산군,보건진료소,예산군보건소,서초정보건진료소,충청남도 예산군 광시면 광시동로 557 .,광시면,아니오,041-339-6247
충청남도,예산군,보건진료소,예산군보건소,수철보건진료소,충청남도 예산군 예산읍 수철길 416 (예산수철리보건진료소) .,예산읍,아니오,041-339-6241
충청남도,예산군,보건진료소,예산군보건소,양막보건진료소,충청남도 예산군 오가면 내양막길 224 (오가 양막보건진료소) .,오가면,아니오,041-339-6256
충청남도,예산군,보건진료소,예산군보건소,예동보건진료소,충청남도 예산군 대술면 이티길 287 (대술예동보건진료소) .,대술면,아니오,041-339-6244
충청남도,예산군,보건진료소,예산군보건소,금치보건진료소,충청남도 예산군 봉산면 금치1길 9 (금치보건진료소) .,봉산면,아니오,041-339-6253
충청남도,예산군,보건진료소,예산군보건소,몽곡보건진료소,충청남도 예산군 고덕면 몽곡상몽길 22 (봉곡보건진료소) .,고덕면,아니오,041-339-6254
충청남도,예산군,보건진료소,예산군보건소,입침보건진료소,충청남도 예산군 응봉면 입침큰말길 30-29 .,응봉면,아니오,041-339-6250
충청남도,예산군,보건진료소,예산군보건소,장복보건진료소,충청남도 예산군 대술면 장복국화동길 27 .,대술면,아니오,041-339-6243
충청남도,예산군,보건진료소,예산군보건소,장신보건진료소,충청남도 예산군 광시면 광시동로 452 (광시 장신보건진료소) .,광시면,아니오,041-339-6248
충청남도,예산군,보건진료소,예산군보건소,조곡보건진료소,충청남도 예산군 신암면 조곡길 104-9 (조곡보건진료소) .,신암면,아니오,041-339-6255
충청남도,예산군,보건진료소,예산군보건소,황계보건진료소,충청남도 예산군 신양면 황계길 4 (황계보건진료소) .,신양면,아니오,041-339-6246
충청남도,태안군,보건의료원,태안군보건의료원,태안군보건의료원,충청남도 태안군 태안읍 서해로 1952-16 (태안군보건의료원) 태안군보건의료원,태안읍,아니오,041-671-5300
충청남도,태안군,일반보건지소,태안군보건의료원,근흥보건지소,충청남도 태안군 근흥면 근흥로 689-38 (근흥면보건지소) ,근흥면,아니오,041-671-5274
충청남도,태안군,일반보건지소,태안군보건의료원,남면보건지소,충청남도 태안군 남면 달산포로 311 남면보건지소,남면,아니오,041-671-5273
충청남도,태안군,일반보건지소,태안군보건의료원,소원보건지소,충청남도 태안군 소원면 신덕길 16-8 (소원면보건지소) ,소원면,아니오,041-671-5275
충청남도,태안군,건강생활지원센터,태안군보건의료원,안면읍건강생활지원센터,충청남도 태안군 안면읍 장터로 149-1 안면읍건강생활지원센터,안면읍,아니오,041-671-5271
충청남도,태안군,일반보건지소,태안군보건의료원,원북보건지소,충청남도 태안군 원북면 상리길 17-4 원북보건지소,원북면,아니오,041-671-5276
충청남도,태안군,일반보건지소,태안군보건의료원,이원보건지소,충청남도 태안군 이원면 원이로 1538 (이원면보건지소) ,이원면,아니오,041-671-5277
충청남도,태안군,일반보건지소,태안군보건의료원,고남보건지소,충청남도 태안군 고남면 옷점길 305 (고남면보건지소) ,고남면,아니오,041-671-5272
충청남도,태안군,보건진료소,태안군보건의료원,만리포보건진료소,충청남도 태안군 소원면 서해로 33-33 (만리포보건진료소) ,소원면,아니오,041-672-9646
충청남도,태안군,보건진료소,태안군보건의료원,모항리보건진료소,충청남도 태안군 소원면 모항파도로 102-6 (모항보건진료소) ,소원면,아니오,041-672-9634
충청남도,태안군,보건진료소,태안군보건의료원,반곡리보건진료소,충청남도 태안군 태안읍 반곡길 154 반곡리보건진료소,태안읍,아니오,041-672-0248
충청남도,태안군,보건진료소,태안군보건의료원,신온리보건진료소,충청남도 태안군 남면 마검포길 104-8 (신온보건진료소) ,남면,아니오,041-675-5678
충청남도,태안군,보건진료소,태안군보건의료원,안기리보건진료소,충청남도 태안군 근흥면 명장길 6-10 (안기리진료보건소) ,근흥면,아니오,041-673-0867
충청남도,태안군,보건진료소,태안군보건의료원,장곡리보건진료소,"충청남도 태안군 고남면 큰장돌길 128-1, 장곡보건진료소 (장곡보건진료소) ",고남면,아니오,041-673-3214
충청남도,태안군,보건진료소,태안군보건의료원,정죽리보건진료소,충청남도 태안군 근흥면 안흥1길 29 (보건진료소) 정죽리보건진료소,근흥면,아니오,041-675-1311
충청남도,태안군,보건진료소,태안군보건의료원,중장리보건진료소,충청남도 태안군 안면읍 율포길 14 중장리보건진료소,안면읍,아니오,041-673-5713
충청남도,태안군,보건진료소,태안군보건의료원,창기리보건진료소,충청남도 태안군 안면읍 황도로 37 (창기리보건진료소) ,안면읍,아니오,041-673-5566
충청남도,태안군,보건진료소,태안군보건의료원,관동보건진료소,충청남도 태안군 이원면 원이로 1900 (관동보건진료소) 관동보건진료소,이원면,아니오,041-672-8401
충청남도,태안군,보건진료소,태안군보건의료원,신두리보건진료소,충청남도 태안군 원북면 신두로 326 (신두리보건소) 신두리보건진료소,원북면,아니오,041-675-6111
충청남도,태안군,보건진료소,태안군보건의료원,파도리보건진료소,충청남도 태안군 소원면 구모배길 27 (파도리보건소) 파도리보건진료소,소원면,아니오,041-672-7290
충청남도,태안군,보건진료소,태안군보건의료원,황도리보건진료소,충청남도 태안군 안면읍 풍어제길 65-9 황도리보건진료소,안면읍,아니오,041-673-8252
충청남도,태안군,보건진료소,태안군보건의료원,황방이보건진료소,충청남도 태안군 원북면 옥파로 754 (황방이보건진료소) ,원북면,아니오,041-674-7100
충청남도,태안군,보건진료소,태안군보건의료원,도내리보건진료소,충청남도 태안군 태안읍 상도로 476 도내리보건진료소,태안읍,아니오,041-673-1174
충청남도,태안군,보건진료소,태안군보건의료원,의항리보건진료소,충청남도 태안군 소원면 개목길 25-7 의항리보건진료소,소원면,아니오,041-675-9113
전북특별자치도,전주시,보건소,전주시 보건소,전주시 보건소,"전라북도 전주시 완산구 전라감영로 33 (중앙동4가, 전주시보건소) 전주시보건소",중앙동,아니오,063-281-6200
전북특별자치도,전주시,일반보건지소,전주시 보건소,평화보건지소,"전라북도 전주시 완산구 평화13길 7 (평화동2가, 평화보건지소) 평화보건지소",평화동,아니오,063-281-6649
전북특별자치도,전주시,보건진료소,전주시 보건소,중인보건진료소,"전라북도 전주시 완산구 중인1길 140 (중인동, 중인보건진료소) 중인보건진료소",중인동,아니오,063-221-0054
전북특별자치도,전주시 덕진구,보건진료소,덕진보건소,도덕보건진료소,"전라북도 전주시 덕진구 동계1길 8 (강흥동, 도덕보건진료소) 도덕보건진료소",강흥동,아니오,063-542-7514
전북특별자치도,전주시 덕진구,보건진료소,덕진보건소,금상보건진료소,"전라북도 전주시 덕진구 수리재길 86 (금상동, 금상보건진료소) 금상보건진료소",금상동,아니오,063-241-0364
전북특별자치도,전주시 덕진구,보건소,덕진보건소,덕진보건소,"전라북도 전주시 덕진구 우아1길 20 (우아동3가, 전주시덕진보건소) 덕진보건소",우아1동,아니오,063-250-3900
전북특별자치도,군산시,보건소,군산시보건소,군산시보건소,"전라북도 군산시 수송동로 58 (수송동, 군산시 보건소) 군산시보건소",수송동,아니오,063-454-5000
전북특별자치도,군산시,일반보건지소,군산시보건소,대야면보건지소,"전라북도 군산시 대야면 백마길 16 (대야보건소, 대야정신보건센터) 대야면보건지소",대야면,아니오,063-454-5075
전북특별자치도,군산시,일반보건지소,군산시보건소,개정보건지소,전라북도 군산시 개정면 신발산길 10 (개정 보건지소) 개정면보건지소,개정면,아니오,063-454-5121
전북특별자치도,군산시,통합보건지소,군산시보건소,옥서통합보건지소,"전라북도 군산시 옥서면 옥봉들3길 10, 진료소 (옥서통합보건지소,옥서면사무소(임시청사)) 옥서통합보건지소",옥서면,아니오,063-454-5064
전북특별자치도,군산시,일반보건지소,군산시보건소,나포보건지소,전라북도 군산시 나포면 나포초교길 13 (나포보건지소) 나포보건지소,나포면,아니오,063-454-5133
전북특별자치도,군산시,일반보건지소,군산시보건소,서수보건지소,전라북도 군산시 서수면 항쟁로 237 서수면보건지소,서수면,아니오,063-454-5114
전북특별자치도,군산시,일반보건지소,군산시보건소,선유도보건지소,전라북도 군산시 옥도면 선유북길 74-11 (선유도 보건지소) 선유도보건지소,옥도면,예,063-454-5149
전북특별자치도,군산시,일반보건지소,군산시보건소,성산보건지소,전라북도 군산시 성산면 동군산로 36 성산면보건지소,성산면,아니오,063-454-5127
전북특별자치도,군산시,일반보건지소,군산시보건소,어청도보건지소,전라북도 군산시 옥도면 어청도길 98 (어청도 보건지소) 어청도보건지소,옥도면,예,063-454-5143
전북특별자치도,군산시,일반보건지소,군산시보건소,옥구보건지소,전라북도 군산시 옥구읍 옥구로 21 (옥구 보건지소) 옥구보건지소,옥구읍,아니오,063-454-5084
전북특별자치도,군산시,일반보건지소,군산시보건소,옥산보건지소,전라북도 군산시 옥산면 여로2길 30 옥산보건지소,옥산면,아니오,063-454-5092
전북특별자치도,군산시,일반보건지소,군산시보건소,임피보건지소,전라북도 군산시 임피면 남상2길 1 (임피면사무소) 임피면보건지소,임피면,아니오,063-454-5106
전북특별자치도,군산시,일반보건지소,군산시보건소,회현보건지소,전라북도 군산시 회현면 광지산길 8 (회현보건지소) 회현보건지소,회현면,아니오,063-454-5098
전북특별자치도,군산시,일반보건지소,군산시보건소,개야도보건지소,전라북도 군산시 옥도면 개야도6길 22 (보건소) 개야도보건지소,옥도면,예,063-454-5157
전북특별자치도,군산시,일반보건지소,군산시보건소,군장산업단지보건지소,"전라북도 군산시 자유로 482 (오식도동, 군산자유무역지역관리원) 군장산업단지보건지소",오식도동,아니오,063-454-5163
전북특별자치도,군산시,건강생활지원센터,군산시보건소,서부건강생활지원센터,전라북도 군산시 설림5길 83 (소룡동) 서부건강생활지원센터,소룡동,아니오,063-454-5175
전북특별자치도,군산시,보건진료소,군산시보건소,우포보건진료소,전라북도 군산시 옥구읍 옥구동로 187 우포보건진료소,옥구읍,아니오,063-464-9305
전북특별자치도,군산시,보건진료소,군산시보건소,옥산면금성보건진료소,전라북도 군산시 옥산면 배그매2길 31 (금성보건진료소) 금성보건진료소,옥산면,아니오,063-454-5192
전북특별자치도,군산시,보건진료소,군산시보건소,금암보건진료소,전라북도 군산시 서수면 청룡로 347 (금암 보건 진료소) 금암보건진료소,서수면,아니오,063-454-5182
전북특별자치도,군산시,보건진료소,군산시보건소,당북보건진료소,전라북도 군산시 옥산면 외당원길 9-3 (당북 보건진료소) 당북보건진료소,옥산면,아니오,063-454-5194
전북특별자치도,군산시,보건진료소,군산시보건소,대야면대광보건진료소,"전라북도 군산시 대야면 대광길 32-2 (대광 보건진료소, 경로당) 대광보건진료소",대야면,아니오,063-454-5180
전북특별자치도,군산시,보건진료소,군산시보건소,대차보건진료소,전라북도 군산시 대야면 대차길 9 (대차보건소) 대차보건진료소,대야면,아니오,063-454-5183
전북특별자치도,군산시,보건진료소,군산시보건소,옥도면무녀도보건진료소,전라북도 군산시 옥도면 무녀도동길 65 (무녀도보건소) 무녀도보건진료소,옥도면,아니오,063-454-5197
전북특별자치도,군산시,보건진료소,군산시보건소,열대자보건진료소,"전라북도 군산시 신창안길 42 (산북동, 열대자보건진료소) 열대자보건진료소",산북동,아니오,063-466-2684
전북특별자치도,군산시,보건진료소,군산시보건소,옥도면비안도리보건진료소,전라북도 군산시 옥도면 비안도1길 6 (비안도 보건진료소) 비안도보건진료소,옥도면,예,063-454-5185
전북특별자치도,군산시,보건진료소,군산시보건소,상장곤보건진료소,전라북도 군산시 서수면 상장곤길 16-3 (상장곤보건진료소) 상장곤보건진료소,서수면,아니오,063-454-5186
전북특별자치도,군산시,보건진료소,군산시보건소,성덕보건진료소,"전라북도 군산시 성산면 오성로 293, 진료소 (성덕보건진료소) 성덕보건진료소",성산면,아니오,063-454-5191
전북특별자치도,군산시,보건진료소,군산시보건소,신당보건진료소,"전라북도 군산시 회현면 신당길 18, 보건소 (신당보건진료소) 신당보건진료소",회현면,아니오,063-454-5188
전북특별자치도,군산시,보건진료소,군산시보건소,옥도면신시도보건진료소,전라북도 군산시 옥도면 신시도1길 7-1 (신시도 보건진료소) 신시도보건진료소,옥도면,아니오,063-454-5193
전북특별자치도,군산시,보건진료소,군산시보건소,연도보건진료소,전라북도 군산시 옥도면 연도2길 5-2 (연도보건소) 연도보건진료소,옥도면,예,063-454-5196
전북특별자치도,군산시,보건진료소,군산시보건소,원나포보건진료소,전라북도 군산시 나포면 철새로 985 (원나포보건진료소) 원나포보건진료소,나포면,아니오,063-454-5189
전북특별자치도,군산시,보건진료소,군산시보건소,월하산보건진료소,전라북도 군산시 회현면 월하산2길 5 (월하산보건진료소) 월하산보건진료소,회현면,아니오,063-454-5190
전북특별자치도,군산시,보건진료소,군산시보건소,창오보건진료소,전라북도 군산시 성산면 창오1길 21 창오보건진료소,성산면,아니오,063-454-5181
전북특별자치도,군산시,보건진료소,군산시보건소,술산보건진료소,전라북도 군산시 임피면 남산로 43 (하전보건진료소) 술산보건진료소,임피면,아니오,063-454-5187
전북특별자치도,익산시,보건소,익산시보건소,익산시보건소,"전라북도 익산시 무왕로 975 (신동, 익산시보건소) .",신동,아니오,063-859-4802
전북특별자치도,익산시,일반보건지소,익산시보건소,낭산보건지소,"전라북도 익산시 낭산면 함낭로 939, 1동 (낭산보건지소) .",낭산면,아니오,063-859-4807
전북특별자치도,익산시,일반보건지소,익산시보건소,망성보건지소,전라북도 익산시 망성면 안성로 726 (망성면사무소) .,망성면,아니오,063-859-4259
전북특별자치도,익산시,일반보건지소,익산시보건소,삼기보건지소,전라북도 익산시 삼기면 원촌길 9-1 (삼기보건소) .,삼기면,아니오,063-859-4264
전북특별자치도,익산시,일반보건지소,익산시보건소,성당보건지소,전라북도 익산시 성당면 황성로 726 .,성당면,아니오,063-859-4807
전북특별자치도,익산시,일반보건지소,익산시보건소,여산보건지소,전라북도 익산시 여산면 가람로 393 (여산보건지소) .,여산면,아니오,063-859-4807
전북특별자치도,익산시,일반보건지소,익산시보건소,오산보건지소,전라북도 익산시 오산면 오산로 14-8 (오산보건지소) .,오산면,아니오,063-859-4252
전북특별자치도,익산시,일반보건지소,익산시보건소,용동보건지소,전라북도 익산시 용동면 용동1길 80-29 (용동보건지소) .,용동면,아니오,063-859-4265
전북특별자치도,익산시,일반보건지소,익산시보건소,용안보건지소,"전라북도 익산시 용안면 현내1로 65, 1동 (용안보건지소) .",용안면,아니오,063-859-4257
전북특별자치도,익산시,일반보건지소,익산시보건소,웅포보건지소,전라북도 익산시 웅포면 강변로 28 (웅포보건지소) 1,웅포면,아니오,063-859-4255
전북특별자치도,익산시,일반보건지소,익산시보건소,왕궁보건지소,전라북도 익산시 왕궁면 흥암1길 18 (왕궁보건지소) .,왕궁면,아니오,063-859-4262
전북특별자치도,익산시,일반보건지소,익산시보건소,춘포보건지소,전라북도 익산시 춘포면 춘포2길 11 .,춘포면,아니오,063-859-4263
전북특별자치도,익산시,일반보건지소,익산시보건소,함라보건지소,전라북도 익산시 함라면 천남길 5 (함라보건소) .,함라면,아니오,063-859-4254
전북특별자치도,익산시,일반보건지소,익산시보건소,함열보건지소,전라북도 익산시 함열읍 함열중앙로 49 (함열보건소) .,함열읍,아니오,063-859-4251
전북특별자치도,익산시,일반보건지소,익산시보건소,황등보건지소,전라북도 익산시 황등면 황등로 136 (황등면보건지소) .,황등면,아니오,063-859-4253
전북특별자치도,익산시,건강생활지원센터,익산시보건소,익산시 건강생활지원센터,"전라북도 익산시 목천로 326 (인화동2가, 건강생활지원센터), 제1동 .",인화동,아니오,063-859-4941
전북특별자치도,익산시,건강생활지원센터,익산시보건소,동부건강생활지원센터,전라북도 익산시 금마면 고도길 26-6 (동부 건강생활지원센터) .,금마면,아니오,063-859-4941
전북특별자치도,익산시,보건진료소,익산시보건소,낭산신동보건진료소,전라북도 익산시 낭산면 호암신동길 35 (낭산신동보건소) .,낭산면,아니오,063-859-4070
전북특별자치도,익산시,보건진료소,익산시보건소,내촌보건진료소,전라북도 익산시 망성면 내촌1길 12 (망성내촌보건진료소) .,망성면,아니오,063-859-4072
전북특별자치도,익산시,보건진료소,익산시보건소,대선보건진료소,전라북도 익산시 성당면 한틀길 52 (성당대선보건진료소) .,성당면,아니오,063-859-4068
전북특별자치도,익산시,보건진료소,익산시보건소,대제보건진료소,전라북도 익산시 삼기면 용연길 174-58 (대제보건진료소) .,삼기면,아니오,063-859-4082
전북특별자치도,익산시,보건진료소,익산시보건소,두동보건진료소,전라북도 익산시 성당면 두동길 13-11 (성당두동보건진료소) .,성당면,아니오,063-859-4067
전북특별자치도,익산시,보건진료소,익산시보건소,상발보건진료소,전라북도 익산시 왕궁면 발산길 107 (상발보건진료소) .,왕궁면,아니오,063-859-4078
전북특별자치도,익산시,보건진료소,익산시보건소,동편보건진료소,전라북도 익산시 금마면 용순1길 91 (동편보건진료소) .,금마면,아니오,063-859-4077
전북특별자치도,익산시,보건진료소,익산시보건소,석우보건진료소,전라북도 익산시 용안면 법성1길 22-14 (석우보건진료소) .,용안면,아니오,063-859-4069
전북특별자치도,익산시,보건진료소,익산시보건소,선리보건진료소,전라북도 익산시 망성면 선리1길 10-1 (망성선리보건진료소) .,망성면,아니오,063-859-4074
전북특별자치도,익산시,보건진료소,익산시보건소,성내보건진료소,전라북도 익산시 황등면 성내1길 2-7 (성내보건진료소) .,황등면,아니오,063-859-4063
전북특별자치도,익산시,보건진료소,익산시보건소,소대마보건진료소,전라북도 익산시 웅포면 대마길 19-5 (웅포소대마보건진료소) .,웅포면,아니오,063-859-4066
전북특별자치도,익산시,보건진료소,익산시보건소,춘포신동보건진료소,전라북도 익산시 춘포면 미등골길 220-1 (신동보건소) .,춘포면,아니오,063-859-4080
전북특별자치도,익산시,보건진료소,익산시보건소,신석보건진료소,전라북도 익산시 오산면 새들길 8 (오산신석보건진료소) .,오산면,아니오,063-859-4061
전북특별자치도,익산시,보건진료소,익산시보건소,신성보건진료소,전라북도 익산시 황등면 시와로 335 (황등신성보건진료소) .,황등면,아니오,063-859-4062
전북특별자치도,익산시,보건진료소,익산시보건소,신촌보건진료소,전라북도 익산시 함라면 함라로 243 (함라신촌보건진료소) .,함라면,아니오,063-859-4064
전북특별자치도,익산시,보건진료소,익산시보건소,양촌보건진료소,전라북도 익산시 용동면 화왕로 190 (용동양촌보건진료소) .,용동면,아니오,063-859-4084
전북특별자치도,익산시,보건진료소,익산시보건소,연동보건진료소,전라북도 익산시 삼기면 연동길 22 (삼기연동보건진료소) .,삼기면,아니오,063-859-4083
전북특별자치도,익산시,보건진료소,익산시보건소,원오산보건진료소,전라북도 익산시 춘포면 춘포원오산1길 43-2 (춘포원오산보건진료소) .,춘포면,아니오,063-859-4081
전북특별자치도,익산시,보건진료소,익산시보건소,금지보건진료소,전라북도 익산시 망성면 금지길 22-47 (망성금지보건진료소) .,망성면,아니오,063-859-4073
전북특별자치도,익산시,보건진료소,익산시보건소,도천보건진료소,전라북도 익산시 금마면 아리랑로 199 (도천보건소) .,금마면,아니오,063-859-4076
전북특별자치도,익산시,보건진료소,익산시보건소,용남보건진료소,전라북도 익산시 왕궁면 호반로 21-6 (용남보건진료소) .,왕궁면,아니오,063-859-4079
전북특별자치도,익산시,보건진료소,익산시보건소,장암보건진료소,전라북도 익산시 낭산면 장암길 13 .,낭산면,아니오,063-859-4071
전북특별자치도,익산시,보건진료소,익산시보건소,태성보건진료소,전라북도 익산시 여산면 태성1길 90 (여산태성보건진료소) .,여산면,아니오,063-859-4075
전북특별자치도,익산시,보건진료소,익산시보건소,하제보건진료소,전라북도 익산시 웅포면 제성1길 4 (하제보건진료소) .,웅포면,아니오,063-859-4807
전북특별자치도,익산시,보건진료소,익산시보건소,장점보건진료소,전라북도 익산시 함라면 장점길 17 .,함라면,아니오,063-859-4807
전북특별자치도,정읍시,보건소,정읍시보건소,정읍시보건소,"전라북도 정읍시 수성1로 61 (수성동, 정읍보건소), 보건소 정읍시보건소",수성동,아니오,063-539-6071
전북특별자치도,정읍시,일반보건지소,정읍시보건소,고부보건지소,전라북도 정읍시 고부면 영주로 553-3 (고부 보건지소) 고부보건지소,고부면,아니오,063-536-0177
전북특별자치도,정읍시,일반보건지소,정읍시보건소,덕천보건지소,"전라북도 정읍시 덕천면 황토현로 833, 덕천보건지소 (덕천보건지소) 덕천보건지소",덕천면,아니오,063-536-1331
전북특별자치도,정읍시,일반보건지소,정읍시보건소,북면보건지소,"전라북도 정읍시 북면 정읍북로 566, 북면보건지소 (북면보건지소) 북면보건지소",북면,아니오,063-535-8048
전북특별자치도,정읍시,일반보건지소,정읍시보건소,산내보건지소,전라북도 정읍시 산내면 능교3길 14-3 (산내보건지소) 산내보건지소,산내면,아니오,063-538-4076
전북특별자치도,정읍시,일반보건지소,정읍시보건소,산외보건지소,"전라북도 정읍시 산외면 산외로 453-1, 산외보건지소 (산외보건지소) 산외보건지소",산외면,아니오,063-537-6110
전북특별자치도,정읍시,일반보건지소,정읍시보건소,신태인보건지소,전라북도 정읍시 신태인읍 신태인중앙로 40 신태인보건지소,신태인읍,아니오,063-571-7223
전북특별자치도,정읍시,일반보건지소,정읍시보건소,영원보건지소,"전라북도 정읍시 영원면 영원로 1080, 보건소 (영원보건지소) 영원보건지소",영원면,아니오,063-535-1304
전북특별자치도,정읍시,일반보건지소,정읍시보건소,옹동보건지소,"전라북도 정읍시 옹동면 옹지동촌로 204, 보건소 (옹동보건지소) 옹동보건지소",옹동면,아니오,063-537-8193
전북특별자치도,정읍시,일반보건지소,정읍시보건소,이평보건지소,"전라북도 정읍시 이평면 말목장터로 488, 이평보건지소 (이평보건지소) 이평보건지소",이평면,아니오,063-534-1161
전북특별자치도,정읍시,일반보건지소,정읍시보건소,입암보건지소,"전라북도 정읍시 입암면 문화1길 3-15, 입암보건지소 (입암보건지소) 입암보건지소",입암면,아니오,063-534-0183
전북특별자치도,정읍시,일반보건지소,정읍시보건소,정우보건지소,"전라북도 정읍시 정우면 정신로 614, 보건소 (정우보건지소) 정우보건지소",정우면,아니오,063-537-7536
